column,correlation
acousticness,-0.38129531043089104
danceability,0.25656447483815265
duration_ms,0.002348020327216928
energy,0.24892176638618116
instrumentalness,-0.2109831072823556
liveness,-0.1679951900290048
loudness,0.36301073594308525
speechiness,-0.1510758181683716
tempo,0.08103890832432399
valence,0.06007629393032004
