const,acousticness,danceability,energy,instrumentalness,liveness,40.72452340271436
const,acousticness,danceability,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,39.62732238293414
const,acousticness,danceability,instrumentalness,liveness,speechiness,tempo,40.31315304749261
